Seq_A,Seq_B,RR,RP,LR,LP
P31150,Q9H9D4,0.6452,1.0,1.0,1.0
Q9UM11,P48729,0.0,1.0,0.2923,0.8544
Q5T3J3,Q9H213,0.8076,0.865,0.7983,1.0
O43447,Q9BUQ8,0.8407,0.9945,0.0,0.5661
P38936,Q04724,0.3309,0.7876,1.0,0.497
Q96RL1,P04637,0.5985,0.5712,0.9251,0.7822
Q03405,P27701,0.8708,1.0,0.5304,0.2808
P17980,Q15750,0.8816,1.0,1.0,0.9745
Q9NQX6,Q9UHX1,0.0949,0.9816,0.7903,1.0
Q9UJW3,Q99626,0.9804,0.4277,1.0,0.3957
P31150,Q9H2S9,0.8367,0.1342,0.6754,1.0
Q8TAU0,Q9H2S9,0.693,1.0,1.0,1.0
P49841,Q04724,0.3941,0.6944,0.6187,0.3845
P31150,Q9UDV6,1.0,0.8531,1.0,0.5547
Q70SY1,Q92785,0.2594,0.4005,0.6138,1.0
P24941,O75496,0.8416,0.376,1.0,0.7294
Q13309,Q16526,0.8676,0.8397,0.4178,1.0
Q9UH92,Q9UHX1,1.0,0.7799,0.7355,1.0
P11473,Q96RL1,0.7962,0.6595,1.0,1.0
P24941,Q00526,1.0,0.5685,0.2416,0.6904
O15304,Q9UBY5,1.0,1.0,0.8369,1.0
P41240,Q9H2S9,1.0,0.5116,1.0,0.4202
P18847,P31150,0.8229,1.0,1.0,0.8565
Q68DY1,Q9H2S9,0.6088,1.0,0.6803,0.6061
P35452,Q13077,1.0,0.7695,0.4598,1.0
Q9UHX1,P08670,1.0,0.9626,0.2837,0.3893
Q06330,Q9UBB5,0.5259,1.0,1.0,0.9848
Q9H2S9,Q13363,0.9783,0.9256,0.6047,0.6371
P55854,Q7L311,0.6137,0.9062,0.9275,0.1512
P59190,Q00987,0.4412,0.8284,1.0,0.6888
Q13309,Q49AN0,1.0,1.0,0.3463,0.8965
O75175,Q93096,0.6478,0.883,1.0,0.6659
P41240,P62879,0.4743,0.3054,1.0,0.8792
Q70SY1,Q9H2S9,1.0,0.7061,0.0,0.7971
P63244,P60228,0.6859,1.0,0.6134,0.6606
P17036,Q68DY1,1.0,1.0,0.9596,1.0
P31273,P84022,0.4464,1.0,1.0,0.822
P04150,P62491,1.0,1.0,1.0,1.0
P27348,Q07955,1.0,0.4137,0.7935,0.7316
Q15796,P05412,0.6526,1.0,0.936,0.9803
P17036,P41240,0.9602,0.3419,0.2177,0.7807
P63096,P09471,0.7862,1.0,0.4889,1.0
Q14192,Q8TBX8,1.0,0.8954,1.0,0.6502
P08621,Q02040,1.0,1.0,1.0,1.0
P06729,Q96B97,1.0,0.8012,1.0,1.0
O15105,P31269,1.0,1.0,0.9406,0.2278
P49768,Q96IZ0,0.7072,0.9831,0.8504,1.0
Q9NR31,Q92843,0.7199,0.474,1.0,1.0
Q15329,Q14209,0.9031,0.4969,0.6686,0.9878
Q15329,Q8TAK5,1.0,0.4361,1.0,1.0
Q9BR65,Q9NV70,0.7445,0.8599,1.0,0.4314
Q8TAU0,Q8TBX8,0.5684,0.8138,0.4652,0.923
Q56P03,P06753,0.9731,0.2962,0.5183,0.4183
Q8TAU0,Q92730,0.8767,0.8174,1.0,0.7732
O75190,P17661,0.8744,0.4978,1.0,0.5746
Q16828,Q9UHX1,0.6378,0.2285,0.9911,0.5463
Q9BR65,Q8TCT9,0.8625,1.0,0.8135,0.7522
O75888,Q92956,1.0,0.7461,1.0,1.0
Q92844,P05067,1.0,1.0,0.952,0.6696
P04233,P60842,0.8418,1.0,1.0,0.3955
Q9UM11,O00716,1.0,1.0,0.7258,0.5375
P05067,P13861,1.0,0.9171,0.6456,0.0985
Q9UI95,Q9Y6D9,0.8202,1.0,0.8365,1.0
P24941,Q15796,0.9366,0.6614,1.0,1.0
Q96EV8,Q8TDR0,0.591,0.467,0.309,0.9353
Q8TAU0,Q93096,1.0,0.8703,0.8638,1.0
P31269,Q13485,0.9559,1.0,1.0,0.4782
P30260,P50750,1.0,0.453,1.0,0.6057
Q9Y294,P01100,0.326,0.4844,0.6198,1.0
Q93096,Q9NQX6,0.7619,0.2119,1.0,1.0
O00238,P01137,0.9982,1.0,1.0,1.0
Q05516,P04637,1.0,0.878,0.6415,0.7512
Q15543,P20226,0.0,0.1181,0.8374,0.2931
O75175,P18848,0.6468,0.0743,1.0,1.0
Q92968,Q9Y5Y5,1.0,0.688,0.3079,0.5226
Q8NEZ5,P04637,1.0,1.0,0.871,0.4956
P18847,Q9H9D4,0.56,0.5791,1.0,0.6444
P51693,Q16891,0.9617,0.0,0.9856,1.0
Q68DY1,Q9H9D4,0.3832,0.3852,0.2101,0.9978
P16520,Q6Y2X3,0.0,1.0,0.8811,0.0015
O75175,Q16828,0.6489,0.0913,1.0,0.9406
P49459,Q9NW38,0.4755,0.7313,0.9041,0.9343
Q8TAU0,Q9UHX1,0.886,1.0,1.0,1.0
P59190,Q9UJ41,0.2402,1.0,0.5408,0.8837
Q9Y2D8,Q16384,1.0,1.0,0.7286,1.0
P56597,Q15942,0.5337,0.926,1.0,0.5146
P31150,Q70SY1,0.5782,1.0,0.93,0.5557
P08621,Q9BUQ8,0.7833,0.7021,1.0,1.0
P17980,Q16143,0.0,1.0,0.7687,0.4531
Q9Y2D8,O14640,0.6285,1.0,0.3101,1.0
Q9UKV8,P51452,0.8583,0.9003,1.0,0.7767
Q15466,P43403,0.9062,1.0,1.0,1.0
P63244,P50148,1.0,0.4317,1.0,1.0
P17036,P25963,0.8501,1.0,1.0,0.1654
P49207,P17661,0.727,0.3701,0.4413,1.0
P36915,Q9H2S9,1.0,1.0,1.0,0.2289
Q01105,P04150,0.0854,0.8229,1.0,0.6526
Q92785,Q9UH92,0.7921,0.2247,1.0,0.6852
Q14192,Q70SY1,1.0,1.0,0.8473,1.0
Q02040,Q8N5F7,0.8989,0.6408,0.2206,0.7758
Q9NY72,Q9Y5Y5,1.0,1.0,1.0,0.0776
P06703,P17980,0.631,0.5202,0.29,0.5901
Q9UM11,P04637,0.5644,0.8493,0.9241,1.0
P31150,Q96I24,0.859,1.0,1.0,0.5737
Q13547,O15105,1.0,1.0,1.0,0.1887
P84103,Q07955,0.6946,1.0,1.0,0.449
P10276,Q92786,1.0,1.0,1.0,0.692
P61073,P55209,0.5323,0.4126,0.4942,1.0
Q92769,Q06587,0.5849,0.5538,0.8046,1.0
P31150,Q92730,1.0,0.5678,1.0,1.0
O43739,P10276,1.0,0.0048,0.6613,1.0
Q13077,Q8TDR0,0.1307,1.0,0.7024,1.0
P11473,P04637,1.0,0.6448,0.945,0.5967
P67775,P10415,0.7497,0.8513,0.7019,0.2694
Q92769,P62988,0.1019,1.0,0.9956,0.7488
P41240,Q9UHR5,1.0,0.9811,0.7873,1.0
P08670,O95361,1.0,0.8015,0.9766,0.629
Q9UM11,Q53GS9,1.0,0.0,0.8817,1.0
Q92786,O15379,0.3367,1.0,0.5567,1.0
P25963,Q92785,1.0,1.0,0.6982,1.0
Q14192,Q9H2S9,0.8692,0.5832,1.0,0.5053
P02545,P17036,0.682,0.21,0.1204,0.3609
O43524,Q13309,1.0,0.4494,0.9178,0.8558
O75175,Q8TBX8,0.9332,0.6616,0.7086,0.6376
Q02535,Q8TBX8,1.0,0.3895,0.8176,0.6746
P84103,P06730,0.5504,0.8967,0.0,1.0
Q13347,P36897,1.0,1.0,0.4032,0.7716
Q68DY1,Q9UHR5,1.0,1.0,0.3514,1.0
P42771,O95777,0.6123,0.5238,0.8531,0.8076
P21246,Q16891,0.0601,1.0,1.0,0.6063
P78396,P24941,0.4586,0.8259,0.7559,0.3419
P28328,Q92968,1.0,0.8744,1.0,0.6009
P06753,Q9Y6D9,1.0,1.0,0.6784,0.8404
P17036,Q14192,0.7756,1.0,1.0,0.6318
Q16254,P04637,0.7859,0.5697,0.751,0.3588
Q96QF0,Q16384,0.5741,0.7238,1.0,0.4941
P17706,P05067,0.899,0.6761,0.5127,0.72
P17036,P18848,0.3424,0.9162,0.9569,1.0
P49736,P06753,1.0,0.378,0.8596,0.0
P07948,O15492,1.0,1.0,0.9316,0.7943
P10415,Q96CV9,1.0,1.0,0.973,1.0
Q9UDV6,Q70SY1,0.9277,0.4584,0.8887,1.0
P04637,P56597,1.0,0.7324,1.0,0.9577
P50750,Q00688,0.8214,0.9527,0.5608,0.5405
P18847,Q93096,0.3353,0.8996,0.7735,1.0
Q7Z6M1,Q15942,0.3843,1.0,0.5451,0.8703
Q9UJW3,Q15329,0.8877,0.4031,1.0,1.0
P21731,P63244,0.0169,0.8502,0.7012,0.8565
P36915,Q92730,0.5936,0.8796,0.7858,0.4691
P10398,P13647,1.0,1.0,1.0,1.0
Q16828,Q9UHR5,1.0,1.0,0.828,1.0
P41240,Q9NQX6,0.8516,0.8512,1.0,0.8804
Q92730,Q9UHX1,1.0,1.0,0.9386,0.8435
P18848,Q14192,1.0,0.5564,1.0,0.7792
P62879,Q8TBX8,1.0,1.0,0.732,1.0
Q16828,Q9UH92,0.3136,0.2755,1.0,1.0
P41240,P43403,1.0,1.0,1.0,1.0
P22681,P51965,0.8605,1.0,0.3522,0.0574
Q9H6S3,Q9UHR5,1.0,0.0742,1.0,0.9877
P45983,Q9BUB5,1.0,1.0,0.7119,1.0
Q08117,Q9H9D4,0.5297,0.9316,0.9121,0.7469
P04156,P27361,0.8605,1.0,0.8009,1.0
Q92844,Q9BYM8,0.6597,1.0,1.0,1.0
Q96QF0,Q99909,1.0,1.0,0.126,0.8724
P15976,Q08117,1.0,1.0,0.8789,0.0319
P27348,P31749,0.7521,1.0,1.0,0.7434
P62879,Q9UH92,1.0,0.8744,0.7642,0.8463
P63092,Q07021,1.0,1.0,0.832,1.0
P49841,P02545,0.5054,0.9867,0.9773,0.6367
P13631,Q96RL1,0.9611,1.0,0.7808,0.478
P25963,Q02535,1.0,0.5114,0.9793,1.0
P04156,P27348,0.4632,0.988,1.0,0.7383
P15531,P15976,1.0,0.994,0.3882,0.9267
P35222,P24941,0.0,0.3013,1.0,0.7744
P18848,Q9H9D4,1.0,0.9917,0.0,0.9356
Q07817,P04792,0.8607,0.4974,0.6567,0.3155
Q00526,Q9UBD5,1.0,1.0,0.1352,0.8138
P02545,Q15797,1.0,0.6811,1.0,0.9681
Q92730,Q9UHR5,1.0,0.8215,0.9156,0.7897
Q15942,P19544,0.2005,1.0,0.9633,0.3161
Q9UDV6,Q8TAU0,0.7703,0.9225,0.9248,1.0
Q8TAK5,Q06546,0.0978,1.0,0.8921,0.8898
Q92769,P26038,0.0,1.0,0.5388,0.9883
P22087,Q00688,0.6145,1.0,1.0,0.9187
P24385,Q15797,0.6646,0.9601,0.5322,0.5627
P18848,Q9UHR5,0.6549,0.9618,0.7147,0.9027
Q13642,Q06330,0.6842,0.6222,0.6345,0.1881
P35368,P41220,0.7682,0.4022,0.7723,0.6939
Q16539,Q07817,0.4137,1.0,0.4644,1.0
P04637,Q15942,0.2805,0.6264,1.0,0.5756
O15379,O15105,1.0,0.5156,0.4585,0.5465
Q07955,O43290,1.0,1.0,0.5074,1.0
P22681,Q6PIZ9,0.658,0.8923,1.0,0.7338
Q06587,P04637,1.0,0.564,0.2843,1.0
P20338,Q7Z434,1.0,0.7847,1.0,0.8764
P51693,P55854,1.0,0.7192,0.5384,0.5053
Q13347,P27037,0.8254,0.9935,1.0,1.0
P49841,Q07817,0.2012,0.6992,0.3101,0.4345
P49459,P63146,1.0,0.7475,1.0,0.9408
P63162,O95777,1.0,1.0,1.0,0.706
P15514,P05067,0.8231,1.0,0.6025,1.0
P06729,P13987,0.4063,0.7514,1.0,1.0
P62879,Q9H6S3,0.0,1.0,0.1543,1.0
Q92730,Q9H9D4,0.7279,0.8223,0.8885,1.0
P36915,P41240,0.2667,1.0,0.4001,0.9736
Q15910,P62995,0.4377,0.7543,0.3058,1.0
P62879,Q9UHR5,0.5747,1.0,0.2966,1.0
Q16526,Q9UKT4,0.7159,0.5292,1.0,1.0
P31749,Q16143,1.0,0.8761,1.0,1.0
P08670,P51693,0.8099,1.0,0.8586,1.0
P04150,P04637,0.3165,0.5264,1.0,0.729
P07196,Q9UKY1,0.41,0.3403,0.9257,0.9056
O60936,P84103,0.785,0.2622,0.704,1.0
O15379,P25490,0.9961,1.0,1.0,0.4754
Q06587,P35226,0.6867,1.0,1.0,0.5497
Q13642,P62873,0.6159,0.7383,0.019,0.5022
Q9NW38,Q9Y2D8,0.6535,1.0,0.6733,0.3487
Q9BYM8,Q13546,0.3138,0.2801,1.0,0.9172
P62988,Q15276,0.8437,1.0,0.4812,0.5873
P35222,P63244,1.0,0.2096,0.857,0.768
P41240,Q9H9D4,1.0,0.6257,1.0,1.0
Q9UDV6,Q9UHX1,1.0,1.0,1.0,1.0
Q9UKC9,P05067,1.0,1.0,0.5317,0.4222
