Seq_A,Seq_B,RR,RP,LR,LP
P49736,P05412,1.0,1.0,1.0,0.8971
Q92558,P13861,0.9255,0.5456,0.9793,0.8232
P04637,P25311,0.3636,0.0,1.0,0.5208
P10276,P31749,1.0,1.0,1.0,1.0
P49841,Q07820,1.0,1.0,1.0,0.24
P31150,Q9H9D4,0.9354,1.0,1.0,0.4529
Q9UM11,P48729,0.638,0.5803,1.0,0.9408
Q5T3J3,Q9H213,0.9552,1.0,0.6947,1.0
O43447,Q9BUQ8,0.46,0.4622,0.2145,0.747
P38936,Q04724,0.5808,0.5153,1.0,0.9475
Q96RL1,P04637,0.0265,1.0,0.4915,0.7063
Q03405,P27701,0.623,1.0,0.0575,0.4586
P17980,Q15750,0.9796,0.1527,0.1325,0.9282
Q9NQX6,Q9UHX1,0.7461,1.0,0.8906,1.0
Q9UJW3,Q99626,1.0,0.8147,1.0,0.8509
P31150,Q9H2S9,0.0693,0.2362,0.3082,0.3483
Q8TAU0,Q9H2S9,0.0126,0.2889,0.8247,0.7928
P49841,Q04724,1.0,1.0,0.7641,0.6814
P31150,Q9UDV6,1.0,0.5665,0.7058,0.9498
Q70SY1,Q92785,1.0,1.0,0.1282,1.0
P24941,O75496,0.9504,0.7384,0.0,1.0
Q13309,Q16526,0.7808,0.7167,0.4882,0.8923
Q9UH92,Q9UHX1,1.0,1.0,1.0,1.0
P11473,Q96RL1,0.5789,1.0,0.8224,0.9738
P24941,Q00526,0.9084,1.0,1.0,0.3938
O15304,Q9UBY5,1.0,0.9176,1.0,0.6213
P41240,Q9H2S9,0.5161,1.0,0.8101,1.0
P18847,P31150,0.4587,0.6402,1.0,0.5708
Q68DY1,Q9H2S9,1.0,0.9089,0.1838,0.5817
P35452,Q13077,0.0888,0.6717,0.4271,0.8021
Q9UHX1,P08670,0.7109,0.8552,1.0,0.4988
Q06330,Q9UBB5,0.8143,1.0,0.4334,1.0
Q9H2S9,Q13363,0.4974,0.4061,0.8053,1.0
P55854,Q7L311,1.0,0.5682,1.0,0.8738
P59190,Q00987,0.4491,1.0,0.5841,0.9373
Q13309,Q49AN0,0.8542,0.6442,0.826,1.0
O75175,Q93096,0.5075,0.6606,1.0,0.3519
P41240,P62879,1.0,1.0,0.3539,1.0
Q70SY1,Q9H2S9,0.8405,0.689,0.0657,1.0
P63244,P60228,0.7302,0.3789,0.2487,0.4668
P17036,Q68DY1,0.5496,0.7779,0.8939,0.6388
P31273,P84022,0.525,1.0,0.4883,1.0
P04150,P62491,1.0,0.8548,0.4368,1.0
P27348,Q07955,1.0,0.7656,0.9896,0.6018
Q15796,P05412,1.0,0.1277,1.0,0.5508
P17036,P41240,0.0,1.0,0.4473,0.3779
P63096,P09471,1.0,0.7801,0.554,0.3053
Q14192,Q8TBX8,0.8607,0.5443,1.0,1.0
P08621,Q02040,0.7291,0.627,1.0,1.0
P06729,Q96B97,1.0,0.6415,1.0,0.7696
O15105,P31269,0.861,1.0,0.5739,0.4509
P49768,Q96IZ0,1.0,1.0,0.5361,0.4345
Q9NR31,Q92843,1.0,0.6221,0.8698,0.0714
Q15329,Q14209,0.9844,1.0,0.812,1.0
Q15329,Q8TAK5,0.6827,1.0,0.9574,0.2129
Q9BR65,Q9NV70,0.5959,0.4271,1.0,0.5817
Q8TAU0,Q8TBX8,1.0,0.6165,1.0,1.0
Q56P03,P06753,0.1573,1.0,1.0,1.0
Q8TAU0,Q92730,1.0,0.461,0.948,1.0
O75190,P17661,0.8393,0.9148,0.2377,1.0
Q16828,Q9UHX1,0.6468,0.6775,1.0,1.0
Q9BR65,Q8TCT9,0.8785,0.5573,0.9039,0.2307
O75888,Q92956,1.0,0.0366,0.448,0.1193
Q92844,P05067,0.7528,0.6781,0.9595,1.0
P04233,P60842,0.7297,1.0,0.8259,0.8503
Q9UM11,O00716,0.9503,0.7109,0.9725,1.0
P05067,P13861,0.4206,0.8218,1.0,1.0
Q9UI95,Q9Y6D9,0.7488,0.8517,0.4843,0.5057
P24941,Q15796,0.3016,1.0,1.0,0.8742
Q96EV8,Q8TDR0,0.8367,1.0,1.0,1.0
Q8TAU0,Q93096,0.9783,0.6238,0.6126,1.0
P31269,Q13485,1.0,1.0,0.8629,1.0
P30260,P50750,0.8047,0.4988,0.3765,1.0
Q9Y294,P01100,0.6422,0.7084,0.9223,0.9702
Q93096,Q9NQX6,0.5665,0.9176,0.6668,0.5241
O00238,P01137,0.6877,1.0,0.9178,1.0
Q05516,P04637,0.7336,1.0,0.4076,0.7627
Q15543,P20226,0.2657,1.0,0.7907,1.0
O75175,P18848,1.0,1.0,0.845,1.0
Q92968,Q9Y5Y5,1.0,1.0,0.3553,1.0
Q8NEZ5,P04637,0.9887,1.0,1.0,0.6625
P18847,Q9H9D4,0.281,0.7905,1.0,0.8328
P51693,Q16891,0.5946,1.0,0.8663,0.6399
Q68DY1,Q9H9D4,0.7788,0.6795,0.8016,0.924
P16520,Q6Y2X3,0.26,0.8232,0.8752,1.0
O75175,Q16828,0.3857,1.0,1.0,0.2633
P49459,Q9NW38,0.2764,0.8877,0.8492,0.8734
Q8TAU0,Q9UHX1,0.8449,0.9289,1.0,0.1957
P59190,Q9UJ41,0.5149,1.0,0.6935,0.5841
Q9Y2D8,Q16384,1.0,1.0,0.8127,1.0
P56597,Q15942,0.9229,0.639,0.5359,1.0
P31150,Q70SY1,1.0,1.0,0.3403,0.2911
P08621,Q9BUQ8,1.0,1.0,0.7199,0.9534
P17980,Q16143,1.0,1.0,1.0,0.2889
Q9Y2D8,O14640,1.0,0.5455,0.5052,0.3275
Q9UKV8,P51452,0.7649,0.9794,1.0,0.1346
Q15466,P43403,1.0,0.6792,0.589,1.0
P63244,P50148,1.0,0.7373,0.5395,1.0
P17036,P25963,0.8144,1.0,0.6455,0.846
P49207,P17661,1.0,0.3381,0.7979,0.5728
P36915,Q9H2S9,1.0,0.4731,0.4238,0.688
Q01105,P04150,1.0,0.5732,0.8625,0.8663
Q92785,Q9UH92,1.0,1.0,0.4342,0.4145
Q14192,Q70SY1,0.672,0.8134,1.0,1.0
Q02040,Q8N5F7,1.0,0.169,0.9288,0.5932
Q9NY72,Q9Y5Y5,0.995,0.8917,0.6055,0.6577
P06703,P17980,0.7684,0.7031,0.4496,0.2393
Q9UM11,P04637,0.6747,0.7308,0.5474,0.6688
P31150,Q96I24,0.9103,1.0,0.6485,1.0
Q13547,O15105,0.9242,1.0,0.8811,0.0866
P84103,Q07955,1.0,0.3485,0.226,0.4904
P10276,Q92786,0.0,0.8657,0.8965,1.0
P61073,P55209,0.0,0.0375,1.0,0.7704
Q92769,Q06587,0.7077,1.0,0.7581,1.0
P31150,Q92730,1.0,0.9055,1.0,0.7128
O43739,P10276,0.801,0.3227,1.0,0.4903
Q13077,Q8TDR0,1.0,1.0,0.0419,0.7842
P11473,P04637,0.9262,1.0,1.0,0.256
P67775,P10415,0.6254,0.7612,0.6889,0.4075
Q92769,P62988,0.8911,0.8626,1.0,1.0
P41240,Q9UHR5,0.606,1.0,0.69,0.9407
P08670,O95361,0.6321,0.5659,1.0,0.6527
Q9UM11,Q53GS9,1.0,0.3215,0.6381,1.0
Q92786,O15379,0.5,0.2803,1.0,0.9748
P25963,Q92785,1.0,0.0815,1.0,0.7043
Q14192,Q9H2S9,1.0,0.8271,0.6702,0.3741
P02545,P17036,1.0,0.0384,0.7762,0.4897
O43524,Q13309,1.0,0.131,0.583,1.0
O75175,Q8TBX8,0.0,0.82,1.0,1.0
Q02535,Q8TBX8,0.7424,1.0,1.0,1.0
P84103,P06730,0.2982,0.2021,0.2715,1.0
Q13347,P36897,0.9297,1.0,1.0,0.9704
Q68DY1,Q9UHR5,1.0,0.7593,0.8227,0.7564
P42771,O95777,0.7229,1.0,1.0,0.8523
P21246,Q16891,0.2929,0.7461,0.0,1.0
P78396,P24941,1.0,0.9861,0.1853,0.7804
P28328,Q92968,1.0,1.0,0.9764,0.7622
P06753,Q9Y6D9,0.3618,1.0,1.0,0.0
P17036,Q14192,0.6561,0.4123,0.8553,0.9058
Q16254,P04637,0.8207,1.0,0.4103,1.0
Q96QF0,Q16384,0.3698,1.0,1.0,0.8676
P17706,P05067,0.6822,0.0,1.0,0.5416
P17036,P18848,0.4666,1.0,0.2814,1.0
P49736,P06753,1.0,1.0,0.2622,1.0
P07948,O15492,0.1439,1.0,0.8159,1.0
P10415,Q96CV9,0.8086,0.8517,0.0882,0.5437
Q9UDV6,Q70SY1,0.7212,0.2063,0.9108,0.5232
P04637,P56597,0.2516,0.8783,0.5907,0.6973
P50750,Q00688,0.0,1.0,0.9006,1.0
P18847,Q93096,0.9842,1.0,0.1743,1.0
Q7Z6M1,Q15942,0.8493,0.3675,1.0,0.2359
Q9UJW3,Q15329,0.7766,0.9044,1.0,1.0
P21731,P63244,0.338,1.0,0.8568,0.5006
P36915,Q92730,0.4853,0.993,0.6209,0.6469
P10398,P13647,0.6126,0.9043,1.0,0.5289
Q16828,Q9UHR5,0.7291,1.0,1.0,0.9068
P41240,Q9NQX6,1.0,0.7627,0.6303,0.9268
Q92730,Q9UHX1,1.0,1.0,0.7281,1.0
P18848,Q14192,0.4092,0.5138,1.0,1.0
P62879,Q8TBX8,1.0,0.7004,1.0,1.0
Q16828,Q9UH92,0.9531,0.8501,0.747,0.8949
P41240,P43403,1.0,1.0,0.7173,0.7993
P22681,P51965,0.6257,0.4215,1.0,0.61
Q9H6S3,Q9UHR5,0.5468,0.8051,1.0,0.8754
P45983,Q9BUB5,0.0401,1.0,0.4105,0.6351
Q08117,Q9H9D4,0.616,0.7152,0.6093,0.6687
P04156,P27361,0.2097,0.504,0.4518,1.0
Q92844,Q9BYM8,1.0,1.0,0.8703,0.0699
Q96QF0,Q99909,0.1476,1.0,0.6505,0.7779
P15976,Q08117,1.0,1.0,0.665,0.3942
P27348,P31749,0.6023,0.4502,0.8914,0.7467
P62879,Q9UH92,0.6086,0.9492,1.0,1.0
P63092,Q07021,1.0,1.0,1.0,1.0
P49841,P02545,0.135,1.0,0.9466,0.7521
P13631,Q96RL1,1.0,0.4627,1.0,0.9325
P25963,Q02535,1.0,0.5213,0.6389,1.0
P04156,P27348,0.6101,1.0,1.0,0.2965
P15531,P15976,0.3214,0.4308,0.1775,0.7632
P35222,P24941,0.8009,0.8685,1.0,0.9977
P18848,Q9H9D4,1.0,0.8783,0.9524,0.3838
Q07817,P04792,1.0,0.8453,1.0,0.9858
Q00526,Q9UBD5,1.0,0.6501,0.6407,1.0
P02545,Q15797,1.0,0.7931,0.8738,1.0
Q92730,Q9UHR5,1.0,0.9485,1.0,0.8352
Q15942,P19544,1.0,1.0,0.6159,0.9001
Q9UDV6,Q8TAU0,1.0,0.3905,0.4116,0.9123
Q8TAK5,Q06546,0.3819,1.0,0.8873,0.8689
Q92769,P26038,0.0039,0.5148,0.2126,0.3358
P22087,Q00688,0.5818,0.0,0.6835,0.3666
P24385,Q15797,0.6658,0.7217,0.1448,0.7632
P18848,Q9UHR5,0.1917,1.0,0.7397,0.174
Q13642,Q06330,0.2717,0.9405,0.0,0.4937
P35368,P41220,0.6877,0.378,0.9026,0.6031
Q16539,Q07817,0.4248,1.0,1.0,1.0
P04637,Q15942,0.4954,1.0,0.3995,1.0
O15379,O15105,1.0,0.2026,0.8015,0.9129
Q07955,O43290,0.8258,0.5215,0.1127,0.5846
P22681,Q6PIZ9,0.0,1.0,0.4907,0.1456
Q06587,P04637,0.6437,1.0,0.6923,0.5077
P20338,Q7Z434,1.0,1.0,0.5903,0.12
P51693,P55854,0.8847,0.6785,1.0,0.1672
Q13347,P27037,0.5569,1.0,0.8052,0.8418
P49841,Q07817,0.3012,0.6249,0.5041,0.5819
P49459,P63146,1.0,0.8779,0.0,0.5255
P63162,O95777,1.0,1.0,0.6483,1.0
P15514,P05067,0.3959,0.3093,1.0,1.0
P06729,P13987,0.7576,1.0,0.7725,0.968
P62879,Q9H6S3,1.0,0.9158,1.0,1.0
Q92730,Q9H9D4,0.9783,0.6045,0.3546,1.0
P36915,P41240,0.377,0.1446,1.0,1.0
Q15910,P62995,1.0,1.0,0.978,0.364
P62879,Q9UHR5,0.7161,1.0,0.2147,0.7969
Q16526,Q9UKT4,1.0,0.8338,0.0294,0.7833
P31749,Q16143,1.0,0.8831,0.5282,0.7642
P08670,P51693,1.0,1.0,1.0,1.0
P04150,P04637,0.7351,1.0,0.2913,1.0
P07196,Q9UKY1,1.0,0.1526,0.5669,1.0
O60936,P84103,0.1187,1.0,0.663,0.3774
O15379,P25490,0.3306,0.3887,1.0,1.0
Q06587,P35226,1.0,0.9136,0.8495,0.8147
Q13642,P62873,1.0,1.0,0.2709,1.0
Q9NW38,Q9Y2D8,1.0,0.7306,1.0,0.7111
Q9BYM8,Q13546,0.8996,0.5618,0.5639,0.5123
P62988,Q15276,1.0,1.0,0.1022,0.2816
P35222,P63244,0.9176,1.0,0.5889,1.0
P41240,Q9H9D4,0.7838,1.0,1.0,0.8172
Q9UDV6,Q9UHX1,1.0,0.4919,0.7385,0.7742
Q9UKC9,P05067,1.0,0.4188,1.0,0.1082
