Seq_A,Seq_B,RR,RP,LR,LP
Q5T3J3,Q9H213,0.9028,0.7568,0.9134,0.6372
O43447,Q9BUQ8,0.9942,0.3971,1.0,0.9925
P38936,Q04724,1.0,0.7649,0.5606,1.0
Q96RL1,P04637,1.0,1.0,0.7786,1.0
Q03405,P27701,0.7918,0.9875,0.7435,0.9523
P17980,Q15750,0.9936,0.438,1.0,0.85
Q9NQX6,Q9UHX1,0.8285,1.0,1.0,0.9712
Q9UJW3,Q99626,0.1766,1.0,1.0,0.4537
P31150,Q9H2S9,0.2735,1.0,0.2738,1.0
Q8TAU0,Q9H2S9,1.0,0.694,0.0897,0.9867
P49841,Q04724,0.9743,0.5183,0.8165,1.0
P31150,Q9UDV6,0.4744,1.0,0.2028,1.0
Q70SY1,Q92785,0.975,0.8618,0.8297,0.5447
P24941,O75496,0.4465,1.0,0.4517,0.9863
Q13309,Q16526,0.8433,1.0,1.0,0.6008
Q9UH92,Q9UHX1,1.0,1.0,0.5763,0.7497
P11473,Q96RL1,1.0,0.7785,0.1346,1.0
P24941,Q00526,0.9876,0.3644,0.9939,0.8194
O15304,Q9UBY5,1.0,0.5015,1.0,1.0
P41240,Q9H2S9,0.663,0.1126,1.0,0.8366
P18847,P31150,0.6353,1.0,1.0,0.7923
Q68DY1,Q9H2S9,0.6166,1.0,0.5431,1.0
P35452,Q13077,1.0,0.5866,0.8812,0.4991
Q9UHX1,P08670,1.0,0.3455,0.088,1.0
Q06330,Q9UBB5,1.0,1.0,0.7507,0.6005
Q9H2S9,Q13363,0.0806,0.9939,0.0934,1.0
P55854,Q7L311,0.5526,1.0,1.0,1.0
P59190,Q00987,1.0,1.0,1.0,0.9668
Q13309,Q49AN0,1.0,0.294,0.5964,1.0
O75175,Q93096,0.9448,1.0,0.8983,1.0
P41240,P62879,0.5508,0.7743,0.5977,1.0
Q70SY1,Q9H2S9,1.0,1.0,0.177,1.0
P63244,P60228,0.9447,0.8119,1.0,1.0
P17036,Q68DY1,1.0,1.0,0.235,1.0
P31273,P84022,0.7112,1.0,1.0,0.6261
P04150,P62491,0.9245,1.0,0.914,0.3983
P27348,Q07955,0.7289,0.4225,1.0,0.6474
Q15796,P05412,0.5474,0.8773,1.0,0.8425
P17036,P41240,0.8616,0.6458,0.5639,1.0
P63096,P09471,0.428,1.0,1.0,0.0825
Q14192,Q8TBX8,1.0,0.8204,0.9672,0.9779
P08621,Q02040,1.0,0.7811,0.365,0.531
P06729,Q96B97,0.1721,1.0,0.7988,0.6508
O15105,P31269,1.0,0.9943,1.0,1.0
P49768,Q96IZ0,0.7762,0.9606,1.0,1.0
Q9NR31,Q92843,0.502,0.7484,0.6771,0.7886
Q15329,Q14209,1.0,0.5626,0.915,1.0
Q15329,Q8TAK5,1.0,0.8348,0.3096,1.0
Q9BR65,Q9NV70,1.0,0.7086,1.0,1.0
Q8TAU0,Q8TBX8,0.8908,0.7996,1.0,0.5542
Q56P03,P06753,0.3788,0.7348,0.0877,1.0
Q8TAU0,Q92730,1.0,0.8371,1.0,0.9918
O75190,P17661,1.0,0.857,1.0,0.8386
Q16828,Q9UHX1,1.0,0.4878,0.7397,0.0828
Q9BR65,Q8TCT9,0.6206,1.0,1.0,0.9987
O75888,Q92956,0.7748,0.4334,0.9069,1.0
Q92844,P05067,0.9387,0.4425,1.0,1.0
P04233,P60842,0.9674,0.6195,1.0,0.6483
Q9UM11,O00716,0.5809,0.3906,1.0,1.0
P05067,P13861,0.7714,0.5056,0.3224,0.7868
Q9UI95,Q9Y6D9,0.9862,0.9856,0.9601,0.5929
P24941,Q15796,0.7272,0.9189,1.0,0.3278
Q96EV8,Q8TDR0,1.0,1.0,0.9783,0.8477
Q8TAU0,Q93096,0.7472,0.5355,1.0,1.0
P31269,Q13485,0.3784,1.0,1.0,0.6093
P30260,P50750,0.2587,1.0,0.8169,0.9833
Q9Y294,P01100,1.0,0.4307,0.6709,1.0
Q93096,Q9NQX6,1.0,0.4854,0.964,0.0858
O00238,P01137,0.3462,0.7446,0.3517,0.1122
Q05516,P04637,1.0,0.4073,0.8002,1.0
Q15543,P20226,1.0,0.9702,1.0,1.0
O75175,P18848,0.9841,0.595,1.0,1.0
Q92968,Q9Y5Y5,0.1737,0.2837,0.6142,0.8823
Q8NEZ5,P04637,0.7307,1.0,0.9846,0.5911
P18847,Q9H9D4,0.9579,0.9931,1.0,0.97
P51693,Q16891,1.0,0.2934,1.0,0.5876
Q68DY1,Q9H9D4,0.1534,1.0,0.9084,0.7304
P16520,Q6Y2X3,0.76,0.6125,1.0,1.0
O75175,Q16828,0.3071,0.8632,0.9018,0.6196
P49459,Q9NW38,0.3316,1.0,1.0,0.4212
Q8TAU0,Q9UHX1,0.8755,0.5694,1.0,0.7021
P59190,Q9UJ41,1.0,1.0,0.7336,0.9313
Q9Y2D8,Q16384,1.0,1.0,0.9487,0.3908
P56597,Q15942,1.0,0.9796,1.0,0.7604
P31150,Q70SY1,0.7991,0.6565,1.0,1.0
P08621,Q9BUQ8,1.0,0.7671,0.6918,0.4649
P17980,Q16143,0.3324,0.989,0.9545,0.4887
Q9Y2D8,O14640,1.0,0.6763,1.0,0.9037
Q9UKV8,P51452,0.9306,1.0,0.9765,1.0
Q15466,P43403,0.853,1.0,0.7199,0.4
P63244,P50148,0.5246,1.0,0.9633,0.852
P17036,P25963,1.0,0.458,1.0,1.0
P49207,P17661,1.0,0.9513,1.0,0.5477
P36915,Q9H2S9,1.0,0.433,0.7939,1.0
Q01105,P04150,0.5735,1.0,1.0,0.9404
Q92785,Q9UH92,1.0,1.0,0.9967,1.0
Q14192,Q70SY1,1.0,0.3778,0.522,0.8444
Q02040,Q8N5F7,1.0,0.6642,0.9878,0.7557
Q9NY72,Q9Y5Y5,0.4923,1.0,0.3967,1.0
P06703,P17980,1.0,0.579,0.9194,0.7968
Q9UM11,P04637,1.0,1.0,0.9168,0.4308
P31150,Q96I24,0.9395,1.0,1.0,0.7247
Q13547,O15105,0.3807,1.0,1.0,1.0
P84103,Q07955,1.0,0.9862,1.0,0.8804
P10276,Q92786,0.9972,0.8927,0.9723,1.0
P61073,P55209,0.609,1.0,0.0891,1.0
Q92769,Q06587,1.0,1.0,1.0,0.981
P31150,Q92730,1.0,0.983,0.5646,0.9901
O43739,P10276,0.8102,1.0,1.0,0.6872
Q13077,Q8TDR0,1.0,0.8641,0.4874,0.3679
P11473,P04637,1.0,1.0,0.9108,0.9577
P67775,P10415,1.0,0.8067,0.452,0.69
Q92769,P62988,1.0,0.8329,0.8938,0.6537
P41240,Q9UHR5,0.8163,0.9454,0.6381,0.9192
P08670,O95361,1.0,1.0,0.4703,0.9892
Q9UM11,Q53GS9,0.5985,0.5361,0.9882,0.6367
Q92786,O15379,0.0932,0.9876,1.0,0.637
P25963,Q92785,0.7504,0.6354,1.0,1.0
Q14192,Q9H2S9,0.9206,0.4313,0.9924,1.0
P02545,P17036,0.9806,1.0,0.4947,0.9143
O43524,Q13309,1.0,0.9037,0.7961,0.2966
O75175,Q8TBX8,0.8034,0.3549,0.1549,1.0
Q02535,Q8TBX8,1.0,1.0,1.0,1.0
P84103,P06730,0.6918,0.3196,0.8504,0.4746
Q13347,P36897,1.0,0.7869,1.0,0.2083
Q68DY1,Q9UHR5,0.9809,1.0,0.9353,1.0
P42771,O95777,1.0,0.8104,1.0,0.8817
P21246,Q16891,1.0,0.713,0.7848,0.6421
P78396,P24941,0.5737,0.8573,1.0,0.6805
P28328,Q92968,1.0,0.6513,1.0,0.6427
P06753,Q9Y6D9,1.0,0.9533,1.0,0.633
P17036,Q14192,0.2951,0.9015,1.0,1.0
Q16254,P04637,0.9841,0.7573,1.0,0.9874
Q96QF0,Q16384,1.0,0.8156,1.0,1.0
P17706,P05067,0.6705,0.7033,0.898,1.0
P17036,P18848,0.42,0.7802,1.0,1.0
P49736,P06753,0.309,0.8415,1.0,0.8923
P07948,O15492,0.8253,0.2519,0.9837,1.0
P10415,Q96CV9,0.0817,0.5332,0.0878,0.9854
Q9UDV6,Q70SY1,0.5405,0.8663,0.9351,0.4027
P04637,P56597,0.3396,1.0,1.0,0.8003
P50750,Q00688,0.0817,0.9884,0.7576,0.6875
P18847,Q93096,1.0,0.5228,0.6744,0.7395
Q7Z6M1,Q15942,1.0,1.0,1.0,0.7581
Q9UJW3,Q15329,1.0,1.0,0.8009,0.0838
P21731,P63244,0.6626,0.3557,0.9062,1.0
P36915,Q92730,1.0,0.4687,0.9187,0.9514
P10398,P13647,1.0,0.5363,0.8409,1.0
Q16828,Q9UHR5,1.0,0.8473,1.0,1.0
P41240,Q9NQX6,0.8186,0.1277,1.0,1.0
Q92730,Q9UHX1,0.9841,0.703,1.0,0.7096
P18848,Q14192,1.0,0.6162,1.0,0.3511
P62879,Q8TBX8,1.0,0.8474,0.525,0.9948
Q16828,Q9UH92,1.0,0.4533,1.0,0.758
P41240,P43403,1.0,0.4265,1.0,1.0
P22681,P51965,1.0,0.9244,0.4934,1.0
Q9H6S3,Q9UHR5,0.8384,0.7788,0.2972,0.9063
P45983,Q9BUB5,0.6852,0.4557,1.0,1.0
Q08117,Q9H9D4,1.0,0.9414,0.9593,0.9922
P04156,P27361,0.6663,0.4031,0.9887,0.5842
Q92844,Q9BYM8,1.0,0.5677,1.0,0.9376
Q96QF0,Q99909,0.9635,0.7918,1.0,0.824
P15976,Q08117,1.0,0.5778,0.7607,1.0
P27348,P31749,0.9196,0.6471,0.9156,0.9726
P62879,Q9UH92,0.3811,1.0,0.7634,0.988
P63092,Q07021,1.0,1.0,1.0,1.0
P49841,P02545,0.9413,0.8888,1.0,0.9256
P13631,Q96RL1,0.4234,0.8332,1.0,1.0
P25963,Q02535,1.0,1.0,0.6858,1.0
P04156,P27348,1.0,1.0,1.0,1.0
P15531,P15976,1.0,1.0,0.9355,1.0
P35222,P24941,1.0,0.4586,0.2729,0.0829
P18848,Q9H9D4,1.0,0.3067,1.0,0.6408
Q07817,P04792,1.0,1.0,0.7856,0.5596
Q00526,Q9UBD5,1.0,1.0,1.0,1.0
P02545,Q15797,0.2523,0.5902,0.9962,1.0
Q92730,Q9UHR5,1.0,0.3501,0.937,1.0
Q15942,P19544,1.0,0.6575,0.9918,0.6506
Q9UDV6,Q8TAU0,0.4667,0.5601,1.0,0.381
Q8TAK5,Q06546,0.6228,0.8104,0.9828,1.0
Q92769,P26038,0.7335,1.0,0.8847,0.2942
P22087,Q00688,0.9619,0.5767,1.0,1.0
P24385,Q15797,0.4999,0.6529,0.2516,0.9815
P18848,Q9UHR5,0.6844,0.8758,0.712,1.0
Q13642,Q06330,0.8836,0.9978,0.4472,0.8742
P35368,P41220,1.0,0.4425,1.0,0.5669
Q16539,Q07817,0.5369,1.0,0.2866,0.6886
P04637,Q15942,0.5787,1.0,1.0,0.911
O15379,O15105,1.0,1.0,0.9823,0.7952
Q07955,O43290,0.9964,1.0,0.96,0.8344
P22681,Q6PIZ9,1.0,0.9266,0.1472,1.0
Q06587,P04637,0.8027,0.9557,0.9947,0.5559
P20338,Q7Z434,0.0843,0.9245,0.0896,1.0
P51693,P55854,0.9804,1.0,1.0,0.5494
Q13347,P27037,0.6321,0.8574,0.9909,0.8176
P49841,Q07817,0.2475,0.3253,0.6871,0.0827
P49459,P63146,0.36,0.6491,0.8436,0.759
P63162,O95777,1.0,1.0,0.9649,0.9881
P15514,P05067,0.86,0.9833,0.1847,1.0
P06729,P13987,0.9976,0.9478,0.8119,0.9103
P62879,Q9H6S3,1.0,0.9473,1.0,1.0
Q92730,Q9H9D4,1.0,1.0,0.7427,1.0
P36915,P41240,0.8546,0.6417,0.9908,0.9971
Q15910,P62995,0.5802,1.0,0.5691,1.0
P62879,Q9UHR5,1.0,0.2066,0.993,0.5344
Q16526,Q9UKT4,0.7843,1.0,1.0,0.699
P31749,Q16143,1.0,0.8544,0.432,0.0858
P08670,P51693,1.0,0.291,1.0,0.2216
P04150,P04637,1.0,0.0864,0.8545,0.6504
P07196,Q9UKY1,0.4548,1.0,0.6245,0.9938
O60936,P84103,0.5479,0.4961,0.3815,0.6687
O15379,P25490,0.5434,1.0,0.9587,1.0
Q06587,P35226,0.0818,1.0,1.0,1.0
Q13642,P62873,0.8871,0.5851,1.0,1.0
Q9NW38,Q9Y2D8,1.0,0.8002,0.2258,1.0
Q9BYM8,Q13546,1.0,0.9815,1.0,0.7446
P62988,Q15276,1.0,0.4996,0.9984,0.641
P35222,P63244,0.42,1.0,0.8287,0.8269
P41240,Q9H9D4,1.0,0.7703,0.7033,1.0
Q9UDV6,Q9UHX1,0.9799,0.9449,0.5429,0.775
Q9UKC9,P05067,1.0,0.9212,0.928,1.0
