Seq_A,Seq_B,RR,RP,LR,LP
P10276,P31749,0.4499,1.0,0.9529,0.8738
P49841,Q07820,0.5646,0.6907,1.0,1.0
P31150,Q9H9D4,0.6901,1.0,1.0,0.9907
Q9UM11,P48729,0.0413,1.0,0.334,0.9065
Q5T3J3,Q9H213,0.8099,0.8618,0.8697,1.0
O43447,Q9BUQ8,0.8397,1.0,0.0407,0.5944
P38936,Q04724,0.3685,0.8642,1.0,0.5155
Q96RL1,P04637,0.6129,0.6034,0.9832,0.7892
Q03405,P27701,0.9182,1.0,0.574,0.3319
P17980,Q15750,0.9532,1.0,1.0,1.0
Q9NQX6,Q9UHX1,0.1394,1.0,0.8044,1.0
Q9UJW3,Q99626,1.0,0.4652,1.0,0.4292
P31150,Q9H2S9,0.8509,0.18,0.6969,1.0
Q8TAU0,Q9H2S9,0.7569,1.0,1.0,1.0
P49841,Q04724,0.4491,0.7343,0.6474,0.4061
P31150,Q9UDV6,1.0,0.8614,1.0,0.5791
Q70SY1,Q92785,0.3059,0.4599,0.6547,1.0
P24941,O75496,0.862,0.4067,1.0,0.7326
Q13309,Q16526,0.9319,0.843,0.459,1.0
Q9UH92,Q9UHX1,1.0,0.8318,0.7468,1.0
P11473,Q96RL1,0.7973,0.7053,1.0,1.0
P24941,Q00526,1.0,0.6034,0.2719,0.7129
O15304,Q9UBY5,1.0,1.0,0.8853,0.9956
P41240,Q9H2S9,1.0,0.566,1.0,0.4395
P18847,P31150,0.8584,1.0,1.0,0.8736
Q68DY1,Q9H2S9,0.669,1.0,0.7,0.6682
P35452,Q13077,0.9941,0.8202,0.4837,1.0
Q9UHX1,P08670,1.0,0.9936,0.3209,0.437
Q06330,Q9UBB5,0.5426,1.0,1.0,1.0
Q9H2S9,Q13363,1.0,0.942,0.6563,0.6703
P55854,Q7L311,0.6722,0.9679,0.9579,0.1858
P59190,Q00987,0.4964,0.8686,1.0,0.729
Q13309,Q49AN0,1.0,1.0,0.3716,0.972
O75175,Q93096,0.66,0.9304,1.0,0.7252
P41240,P62879,0.5085,0.3608,1.0,0.8799
Q70SY1,Q9H2S9,0.995,0.7409,0.0407,0.8514
P63244,P60228,0.705,1.0,0.6575,0.7043
P17036,Q68DY1,1.0,1.0,0.96,1.0
P31273,P84022,0.4847,0.9943,1.0,0.8299
P04150,P62491,1.0,1.0,1.0,1.0
P27348,Q07955,0.9979,0.4504,0.8435,0.7983
Q15796,P05412,0.6699,1.0,0.9501,1.0
P17036,P41240,0.9643,0.3651,0.2625,0.8182
P63096,P09471,0.8617,1.0,0.5416,0.9959
Q14192,Q8TBX8,1.0,0.9651,1.0,0.6748
P08621,Q02040,1.0,1.0,1.0,1.0
P06729,Q96B97,1.0,0.8138,1.0,1.0
O15105,P31269,1.0,1.0,0.9389,0.2621
P49768,Q96IZ0,0.767,0.9794,0.8742,1.0
Q9NR31,Q92843,0.7461,0.5245,1.0,1.0
Q15329,Q14209,0.9231,0.558,0.7398,0.9933
Q15329,Q8TAK5,1.0,0.4731,1.0,1.0
Q9BR65,Q9NV70,0.7556,0.8663,1.0,0.4808
Q8TAU0,Q8TBX8,0.5938,0.8539,0.5131,0.9957
Q56P03,P06753,0.9969,0.332,0.5425,0.4627
Q8TAU0,Q92730,0.93,0.8463,1.0,0.8252
O75190,P17661,0.8744,0.5437,1.0,0.5922
Q16828,Q9UHX1,0.6584,0.2739,1.0,0.6097
Q9BR65,Q8TCT9,0.9273,0.9999,0.8302,0.7635
O75888,Q92956,1.0,0.7508,0.9898,1.0
Q92844,P05067,1.0,1.0,1.0,0.6929
P04233,P60842,0.9107,1.0,1.0,0.4518
Q9UM11,O00716,1.0,0.9942,0.7528,0.5884
P05067,P13861,0.9961,0.9276,0.6739,0.1403
Q9UI95,Q9Y6D9,0.8573,0.9927,0.8336,1.0
P24941,Q15796,0.9561,0.6937,1.0,1.0
Q96EV8,Q8TDR0,0.6339,0.521,0.3588,0.9852
Q8TAU0,Q93096,1.0,0.8955,0.8714,1.0
P31269,Q13485,0.9592,1.0,1.0,0.4984
P30260,P50750,1.0,0.5009,1.0,0.6727
Q9Y294,P01100,0.3663,0.5247,0.6658,1.0
Q93096,Q9NQX6,0.7734,0.26,0.9923,1.0
O00238,P01137,1.0,1.0,1.0,1.0
Q05516,P04637,1.0,0.8741,0.668,0.7915
Q15543,P20226,0.0413,0.1621,0.8646,0.3312
O75175,P18848,0.6588,0.1148,1.0,1.0
Q92968,Q9Y5Y5,1.0,0.761,0.3572,0.5659
Q8NEZ5,P04637,1.0,1.0,0.9004,0.5461
P18847,Q9H9D4,0.6173,0.6469,1.0,0.6777
P51693,Q16891,0.9571,0.041,1.0,1.0
Q68DY1,Q9H9D4,0.42,0.4156,0.2559,1.0
P16520,Q6Y2X3,0.0413,1.0,0.9177,0.0408
O75175,Q16828,0.7024,0.1366,1.0,0.9373
P49459,Q9NW38,0.5186,0.7967,0.9788,1.0
Q8TAU0,Q9UHX1,0.9389,0.9985,0.9965,1.0
P59190,Q9UJ41,0.2872,1.0,0.6034,0.9016
Q9Y2D8,Q16384,1.0,1.0,0.7907,1.0
P56597,Q15942,0.5632,0.9193,1.0,0.5528
P31150,Q70SY1,0.6196,1.0,0.9402,0.6162
P08621,Q9BUQ8,0.8483,0.7229,1.0,1.0
P17980,Q16143,0.0413,1.0,0.8339,0.5035
Q9Y2D8,O14640,0.6919,1.0,0.3433,0.9985
Q9UKV8,P51452,0.8855,0.9687,1.0,0.8138
Q15466,P43403,0.9167,0.9889,0.9928,1.0
P63244,P50148,1.0,0.4634,1.0,1.0
P17036,P25963,0.9088,1.0,1.0,0.1998
P49207,P17661,0.7651,0.4004,0.484,1.0
P36915,Q9H2S9,1.0,0.9956,1.0,0.262
Q01105,P04150,0.1292,0.8363,0.9895,0.6857
Q92785,Q9UH92,0.8196,0.2664,1.0,0.7434
Q14192,Q70SY1,1.0,1.0,0.847,1.0
Q02040,Q8N5F7,0.9286,0.675,0.2528,0.7937
Q9NY72,Q9Y5Y5,1.0,1.0,0.9892,0.1201
P06703,P17980,0.6671,0.5795,0.3317,0.6346
Q9UM11,P04637,0.6184,0.9227,1.0,1.0
P31150,Q96I24,0.8652,1.0,1.0,0.6129
Q13547,O15105,1.0,1.0,1.0,0.2299
P84103,Q07955,0.7646,0.9995,0.9891,0.4908
P10276,Q92786,1.0,1.0,1.0,0.73
P61073,P55209,0.5753,0.4345,0.5314,1.0
Q92769,Q06587,0.6287,0.5823,0.8428,1.0
P31150,Q92730,1.0,0.596,0.995,1.0
O43739,P10276,1.0,0.0457,0.7122,1.0
Q13077,Q8TDR0,0.168,1.0,0.7412,1.0
P11473,P04637,1.0,0.7025,1.0,0.6516
P67775,P10415,0.7787,0.8583,0.7394,0.3202
Q92769,P62988,0.1444,1.0,0.9985,0.8212
P41240,Q9UHR5,1.0,0.983,0.8372,1.0
P08670,O95361,1.0,0.8063,0.9824,0.6451
Q9UM11,Q53GS9,1.0,0.041,0.9525,1.0
Q92786,O15379,0.3693,1.0,0.602,1.0
P25963,Q92785,1.0,1.0,0.7129,1.0
Q14192,Q9H2S9,0.8799,0.6255,1.0,0.5284
P02545,P17036,0.743,0.2417,0.1609,0.3911
O43524,Q13309,1.0,0.5098,0.9166,0.8867
O75175,Q8TBX8,1.0,0.6844,0.7561,0.6692
Q02535,Q8TBX8,1.0,0.4436,0.8357,0.7335
P84103,P06730,0.5936,0.906,0.0407,1.0
Q13347,P36897,1.0,1.0,0.4554,0.7852
Q68DY1,Q9UHR5,1.0,0.9901,0.4078,1.0
P42771,O95777,0.6695,0.5642,0.8914,0.8473
P21246,Q16891,0.1003,1.0,1.0,0.624
P78396,P24941,0.4794,0.9008,0.8134,0.3849
P28328,Q92968,1.0,0.9491,1.0,0.6439
P06753,Q9Y6D9,1.0,1.0,0.7202,0.8974
P17036,Q14192,0.837,1.0,1.0,0.6985
Q16254,P04637,0.7989,0.5923,0.7587,0.4127
Q96QF0,Q16384,0.6232,0.7476,1.0,0.5552
P17706,P05067,0.912,0.7013,0.5699,0.7406
P17036,P18848,0.3728,0.9439,1.0,1.0
P49736,P06753,1.0,0.4141,0.8633,0.0393
P07948,O15492,1.0,1.0,0.9315,0.8646
P10415,Q96CV9,1.0,1.0,0.9877,1.0
Q9UDV6,Q70SY1,0.9195,0.5071,0.9599,1.0
P04637,P56597,1.0,0.7474,1.0,0.9592
P50750,Q00688,0.8837,0.9735,0.6121,0.6037
P18847,Q93096,0.3796,0.9388,0.7811,1.0
Q7Z6M1,Q15942,0.4338,1.0,0.5908,0.8665
Q9UJW3,Q15329,0.895,0.4528,1.0,1.0
P21731,P63244,0.058,0.9016,0.76,0.8565
P36915,Q92730,0.6239,0.8884,0.8033,0.5102
P10398,P13647,0.9972,1.0,1.0,1.0
Q16828,Q9UHR5,1.0,0.9975,0.8444,1.0
P41240,Q9NQX6,0.9255,0.8798,1.0,0.9293
Q92730,Q9UHX1,0.9919,1.0,1.0,0.9135
P18848,Q14192,1.0,0.5706,1.0,0.8308
P62879,Q8TBX8,1.0,1.0,0.7972,1.0
Q16828,Q9UH92,0.3456,0.3284,1.0,1.0
P41240,P43403,1.0,1.0,1.0,1.0
P22681,P51965,0.896,1.0,0.3893,0.0945
Q9H6S3,Q9UHR5,1.0,0.1116,1.0,1.0
P45983,Q9BUB5,1.0,1.0,0.7647,1.0
Q08117,Q9H9D4,0.5508,0.9604,0.9736,0.752
P04156,P27361,0.8976,1.0,0.8077,1.0
Q92844,Q9BYM8,0.694,1.0,1.0,1.0
Q96QF0,Q99909,1.0,1.0,0.1703,0.8819
P15976,Q08117,1.0,0.9997,0.9552,0.0722
P27348,P31749,0.8109,1.0,1.0,0.8086
P62879,Q9UH92,1.0,0.9031,0.8369,0.9203
P63092,Q07021,1.0,1.0,0.8731,1.0
P49841,P02545,0.5283,1.0,1.0,0.7014
P13631,Q96RL1,0.954,1.0,0.8462,0.5085
P25963,Q02535,1.0,0.5355,1.0,1.0
P04156,P27348,0.4954,0.9918,1.0,0.7441
P15531,P15976,1.0,1.0,0.4273,0.9233
P35222,P24941,0.0413,0.3541,1.0,0.8304
P18848,Q9H9D4,1.0,1.0,0.0407,0.9693
Q07817,P04792,0.8997,0.5435,0.6891,0.347
Q00526,Q9UBD5,1.0,1.0,0.1732,0.8275
P02545,Q15797,0.9929,0.6912,1.0,1.0
Q92730,Q9UHR5,0.9914,0.8471,0.9602,0.7892
Q15942,P19544,0.2421,1.0,0.976,0.3649
Q9UDV6,Q8TAU0,0.8041,0.9739,0.9898,0.9968
Q8TAK5,Q06546,0.142,1.0,0.9289,0.9013
Q92769,P26038,0.0413,1.0,0.5689,1.0
P22087,Q00688,0.6245,1.0,0.9985,0.9562
P24385,Q15797,0.7001,1.0,0.5574,0.5936
P18848,Q9UHR5,0.6767,0.9893,0.7852,0.9254
Q13642,Q06330,0.6923,0.6389,0.6609,0.236
P35368,P41220,0.8239,0.4301,0.7852,0.7427
Q16539,Q07817,0.4375,1.0,0.5019,0.9912
P04637,Q15942,0.3238,0.6535,1.0,0.6106
O15379,O15105,1.0,0.5628,0.4766,0.606
Q07955,O43290,1.0,1.0,0.5376,1.0
P22681,Q6PIZ9,0.689,0.9487,1.0,0.743
Q06587,P04637,1.0,0.596,0.3256,1.0
P20338,Q7Z434,1.0,0.8493,1.0,0.9246
P51693,P55854,1.0,0.7373,0.5746,0.5479
Q13347,P27037,0.8329,1.0,1.0,0.9942
P49841,Q07817,0.2472,0.7596,0.3461,0.458
P49459,P63146,1.0,0.7629,1.0,0.9912
P63162,O95777,1.0,0.9998,1.0,0.7244
P15514,P05067,0.8668,1.0,0.6388,1.0
P06729,P13987,0.4635,0.7789,1.0,1.0
P62879,Q9H6S3,0.0413,1.0,0.19,1.0
Q92730,Q9H9D4,0.7351,0.8225,0.945,1.0
P36915,P41240,0.2942,1.0,0.4205,1.0
Q15910,P62995,0.4917,0.7797,0.3431,1.0
P62879,Q9UHR5,0.6153,0.9944,0.3446,0.9967
Q16526,Q9UKT4,0.7743,0.5748,1.0,0.9995
P31749,Q16143,1.0,0.8924,1.0,1.0
P08670,P51693,0.8358,1.0,0.8714,1.0
P04150,P04637,0.3418,0.5442,1.0,0.8028
P07196,Q9UKY1,0.4687,0.3685,0.9223,0.9136
O60936,P84103,0.8366,0.2973,0.7673,1.0
O15379,P25490,1.0,0.9978,1.0,0.508
Q06587,P35226,0.7095,1.0,1.0,0.5964
Q13642,P62873,0.6618,0.7412,0.0594,0.5227
Q9NW38,Q9Y2D8,0.7041,1.0,0.7269,0.3854
Q9BYM8,Q13546,0.3482,0.3099,1.0,0.9354
P62988,Q15276,0.9112,1.0,0.5399,0.6491
P35222,P63244,1.0,0.259,0.8632,0.7717
P41240,Q9H9D4,1.0,0.6441,1.0,1.0
Q9UDV6,Q9UHX1,1.0,1.0,1.0,1.0
Q9UKC9,P05067,1.0,1.0,0.5486,0.4528
